origin,destination,date,airline_name,airline_code,total_amount,total_currency,segments
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,258.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,258.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,274.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,274.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-24,Iberia,IB,293.27,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,293.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,293.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-24,Azerbaijan Airlines,J2,293.70,USD,"[['DXB', 'GYD'], ['GYD', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,297.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,299.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,305.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,307.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,American Airlines,AA,308.10,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-24,British Airways,BA,311.85,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-24,Duffel Airways,ZZ,313.72,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,321.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,337.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-24,Kuwait Airways,KU,343.10,USD,"[['DXB', 'KWI'], ['KWI', 'LHR']]"
DXB,LHR,2025-07-24,Kuwait Airways,KU,343.10,USD,"[['DXB', 'KWI'], ['KWI', 'LHR']]"
DXB,LHR,2025-07-24,Saudi Arabian Airlines,SV,356.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-24,Qatar Airways,QR,364.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-24,Turkish Airlines,TK,372.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-24,Turkish Airlines,TK,372.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-24,Azerbaijan Airlines,J2,375.70,USD,"[['DXB', 'GYD'], ['GYD', 'LHR']]"
DXB,LHR,2025-07-24,Royal Jordanian,RJ,402.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-24,Royal Jordanian,RJ,402.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,425.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,425.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,425.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Qatar Airways,QR,430.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,433.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,435.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,Azerbaijan Airlines,J2,457.70,USD,"[['DXB', 'GYD'], ['GYD', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,480.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,480.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,480.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Qatar Airways,QR,500.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-24,Oman Air,WY,502.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,560.89,USD,"[['DXB', 'ZRH'], ['ZRH', 'LHR']]"
DXB,LHR,2025-07-24,Oman Air,WY,565.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-24,Kenya Airways,KQ,571.50,USD,"[['DXB', 'NBO'], ['NBO', 'LHR']]"
DXB,LHR,2025-07-24,Royal Air Maroc,AT,577.60,USD,"[['DXB', 'CMN'], ['CMN', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,589.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,589.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Gulf Air Bahrain,GF,589.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,615.79,USD,"[['DXB', 'ZRH'], ['ZRH', 'LHR']]"
DXB,LHR,2025-07-24,Royal Jordanian,RJ,628.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-24,Royal Jordanian,RJ,628.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,641.44,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,641.44,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,641.44,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Air India,AI,642.60,USD,"[['DXB', 'BOM'], ['BOM', 'LHR']]"
DXB,LHR,2025-07-24,Air India,AI,670.90,USD,"[['DXB', 'DEL'], ['DEL', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,700.90,USD,"[['DXB', 'ZRH'], ['ZRH', 'LHR']]"
DXB,LHR,2025-07-24,Air India,AI,702.60,USD,"[['DXB', 'BOM'], ['BOM', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,726.55,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,726.55,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,726.55,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Air India,AI,729.90,USD,"[['DXB', 'DEL'], ['DEL', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,736.59,USD,"[['DXB', 'ZRH'], ['ZRH', 'LHR']]"
DXB,LHR,2025-07-24,China Eastern Airlines,MU,737.70,USD,"[['DXB', 'PVG'], ['PVG', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,762.24,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,762.24,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,762.24,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,China Eastern Airlines,MU,764.70,USD,"[['DXB', 'PVG'], ['PVG', 'LHR']]"
DXB,LHR,2025-07-24,Air India,AI,773.60,USD,"[['DXB', 'BOM'], ['BOM', 'LHR']]"
DXB,LHR,2025-07-24,Turkish Airlines,TK,783.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-24,Turkish Airlines,TK,783.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-24,Air India,AI,800.90,USD,"[['DXB', 'DEL'], ['DEL', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,816.20,USD,"[['DXB', 'ZRH'], ['ZRH', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,841.85,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,841.85,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,841.85,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Qatar Airways,QR,928.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-24,Qatar Airways,QR,928.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-24,Ethiopian Airlines,ET,942.50,USD,"[['DXB', 'ADD'], ['ADD', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,947.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,EgyptAir,MS,949.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-24,Aegean Airlines,A3,971.81,USD,"[['DXB', 'ATH'], ['ATH', 'LHR']]"
DXB,LHR,2025-07-24,Aegean Airlines,A3,971.81,USD,"[['DXB', 'ATH'], ['ATH', 'LHR']]"
DXB,LHR,2025-07-24,Air China,CA,1324.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-24,Air China,CA,1414.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-24,Air China,CA,1438.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-24,Cathay Pacific,CX,1972.00,USD,"[['DXB', 'HKG'], ['HKG', 'LHR']]"
DXB,LHR,2025-07-24,China Eastern Airlines,MU,2061.70,USD,"[['DXB', 'PVG'], ['PVG', 'LHR']]"
DXB,LHR,2025-07-24,Cathay Pacific,CX,2111.00,USD,"[['DXB', 'HKG'], ['HKG', 'LHR']]"
DXB,LHR,2025-07-24,Cathay Pacific,CX,2280.00,USD,"[['DXB', 'HKG'], ['HKG', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,2296.96,USD,"[['DXB', 'ZRH'], ['ZRH', 'BRU'], ['BRU', 'LHR']]"
DXB,LHR,2025-07-24,Lufthansa,LH,2301.03,USD,"[['DXB', 'ZRH'], ['ZRH', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-24,Air China,CA,3571.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,258.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,274.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-25,American Airlines,AA,290.38,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-25,Duffel Airways,ZZ,293.43,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,293.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,297.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,298.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,Iberia,IB,301.04,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,305.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,306.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,Royal Air Maroc,AT,308.60,USD,"[['DXB', 'CMN'], ['CMN', 'LHR']]"
DXB,LHR,2025-07-25,Royal Air Maroc,AT,308.60,USD,"[['DXB', 'CMN'], ['CMN', 'LHR']]"
DXB,LHR,2025-07-25,British Airways,BA,314.13,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,321.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,321.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,337.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,337.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-25,Kuwait Airways,KU,343.10,USD,"[['DXB', 'KWI'], ['KWI', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,356.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,356.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-25,Turkish Airlines,TK,372.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,392.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-25,Royal Jordanian,RJ,402.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,408.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-25,Qatar Airways,QR,413.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-25,Saudi Arabian Airlines,SV,424.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,433.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,434.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,Gulf Air Bahrain,GF,445.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-25,Gulf Air Bahrain,GF,445.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-25,Qatar Airways,QR,476.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-25,Gulf Air Bahrain,GF,496.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-25,Gulf Air Bahrain,GF,496.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-25,Oman Air,WY,502.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-25,Kuwait Airways,KU,504.10,USD,"[['DXB', 'KWI'], ['KWI', 'LHR']]"
DXB,LHR,2025-07-25,Kenya Airways,KQ,506.50,USD,"[['DXB', 'NBO'], ['NBO', 'LHR']]"
DXB,LHR,2025-07-25,Royal Brunei Airlines,BI,512.50,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-25,Oman Air,WY,565.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-25,Royal Air Maroc,AT,577.60,USD,"[['DXB', 'CMN'], ['CMN', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Gulf Air Bahrain,GF,608.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-25,Gulf Air Bahrain,GF,608.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-25,Royal Jordanian,RJ,628.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,641.44,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,641.44,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Air India,AI,642.60,USD,"[['DXB', 'BOM'], ['BOM', 'LHR']]"
DXB,LHR,2025-07-25,Air India,AI,670.90,USD,"[['DXB', 'DEL'], ['DEL', 'LHR']]"
DXB,LHR,2025-07-25,Air India,AI,702.60,USD,"[['DXB', 'BOM'], ['BOM', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,726.55,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,726.55,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Air India,AI,729.90,USD,"[['DXB', 'DEL'], ['DEL', 'LHR']]"
DXB,LHR,2025-07-25,China Eastern Airlines,MU,737.70,USD,"[['DXB', 'PVG'], ['PVG', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,762.24,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,762.24,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,China Eastern Airlines,MU,764.70,USD,"[['DXB', 'PVG'], ['PVG', 'LHR']]"
DXB,LHR,2025-07-25,Air India,AI,773.60,USD,"[['DXB', 'BOM'], ['BOM', 'LHR']]"
DXB,LHR,2025-07-25,Turkish Airlines,TK,783.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-25,Air India,AI,800.90,USD,"[['DXB', 'DEL'], ['DEL', 'LHR']]"
DXB,LHR,2025-07-25,Royal Brunei Airlines,BI,822.50,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,841.85,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,841.85,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,947.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,EgyptAir,MS,948.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-25,Qatar Airways,QR,977.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-25,Ethiopian Airlines,ET,980.50,USD,"[['DXB', 'ADD'], ['ADD', 'LHR']]"
DXB,LHR,2025-07-25,Aegean Airlines,A3,1000.57,USD,"[['DXB', 'ATH'], ['ATH', 'LHR']]"
DXB,LHR,2025-07-25,Aegean Airlines,A3,1000.57,USD,"[['DXB', 'ATH'], ['ATH', 'LHR']]"
DXB,LHR,2025-07-25,Air China,CA,1324.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-25,Air China,CA,1414.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-25,Air China,CA,1438.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-25,Cathay Pacific,CX,1972.00,USD,"[['DXB', 'HKG'], ['HKG', 'LHR']]"
DXB,LHR,2025-07-25,China Eastern Airlines,MU,2061.70,USD,"[['DXB', 'PVG'], ['PVG', 'LHR']]"
DXB,LHR,2025-07-25,Cathay Pacific,CX,2111.00,USD,"[['DXB', 'HKG'], ['HKG', 'LHR']]"
DXB,LHR,2025-07-25,Cathay Pacific,CX,2280.00,USD,"[['DXB', 'HKG'], ['HKG', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,2296.96,USD,"[['DXB', 'ZRH'], ['ZRH', 'BRU'], ['BRU', 'LHR']]"
DXB,LHR,2025-07-25,Lufthansa,LH,2301.03,USD,"[['DXB', 'ZRH'], ['ZRH', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-25,Biman Bangladesh Airlines,BG,3061.50,USD,"[['DXB', 'ZYL'], ['ZYL', 'LHR']]"
DXB,LHR,2025-07-25,Air China,CA,3571.70,USD,"[['DXB', 'PEK'], ['PEK', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,258.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,258.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,274.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,274.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-26,British Airways,BA,291.69,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,293.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,293.46,USD,"[['DXB', 'RUH'], ['RUH', 'LHR']]"
DXB,LHR,2025-07-26,Duffel Airways,ZZ,294.41,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-26,Iberia,IB,295.22,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-26,American Airlines,AA,296.06,USD,"[['DXB', 'LHR']]"
DXB,LHR,2025-07-26,EgyptAir,MS,297.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-26,EgyptAir,MS,298.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-26,EgyptAir,MS,305.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-26,EgyptAir,MS,306.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,321.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,321.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-26,Azerbaijan Airlines,J2,326.70,USD,"[['DXB', 'GYD'], ['GYD', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,337.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,337.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-26,Kuwait Airways,KU,343.10,USD,"[['DXB', 'KWI'], ['KWI', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,356.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-26,Saudi Arabian Airlines,SV,356.46,USD,"[['DXB', 'JED'], ['JED', 'LHR']]"
DXB,LHR,2025-07-26,Turkish Airlines,TK,361.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-26,Turkish Airlines,TK,361.60,USD,"[['DXB', 'IST'], ['IST', 'LHR']]"
DXB,LHR,2025-07-26,Royal Jordanian,RJ,402.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-26,Royal Jordanian,RJ,402.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-26,Azerbaijan Airlines,J2,408.70,USD,"[['DXB', 'GYD'], ['GYD', 'LHR']]"
DXB,LHR,2025-07-26,Gulf Air Bahrain,GF,425.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-26,EgyptAir,MS,433.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-26,EgyptAir,MS,434.78,USD,"[['DXB', 'CAI'], ['CAI', 'LHR']]"
DXB,LHR,2025-07-26,Gulf Air Bahrain,GF,472.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-26,Gulf Air Bahrain,GF,480.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-26,Azerbaijan Airlines,J2,489.70,USD,"[['DXB', 'GYD'], ['GYD', 'LHR']]"
DXB,LHR,2025-07-26,Oman Air,WY,502.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-26,Oman Air,WY,502.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-26,Kuwait Airways,KU,504.10,USD,"[['DXB', 'KWI'], ['KWI', 'LHR']]"
DXB,LHR,2025-07-26,Kenya Airways,KQ,506.50,USD,"[['DXB', 'NBO'], ['NBO', 'LHR']]"
DXB,LHR,2025-07-26,Gulf Air Bahrain,GF,526.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-26,Qatar Airways,QR,549.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-26,Qatar Airways,QR,549.70,USD,"[['DXB', 'DOH'], ['DOH', 'LHR']]"
DXB,LHR,2025-07-26,Lufthansa,LH,560.89,USD,"[['DXB', 'ZRH'], ['ZRH', 'LHR']]"
DXB,LHR,2025-07-26,Oman Air,WY,565.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-26,Oman Air,WY,565.10,USD,"[['DXB', 'MCT'], ['MCT', 'LHR']]"
DXB,LHR,2025-07-26,Royal Air Maroc,AT,577.60,USD,"[['DXB', 'CMN'], ['CMN', 'LHR']]"
DXB,LHR,2025-07-26,Royal Air Maroc,AT,577.60,USD,"[['DXB', 'CMN'], ['CMN', 'LHR']]"
DXB,LHR,2025-07-26,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-26,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-26,Lufthansa,LH,586.54,USD,"[['DXB', 'FRA'], ['FRA', 'LHR']]"
DXB,LHR,2025-07-26,Gulf Air Bahrain,GF,589.50,USD,"[['DXB', 'BAH'], ['BAH', 'LHR']]"
DXB,LHR,2025-07-26,Lufthansa,LH,615.79,USD,"[['DXB', 'ZRH'], ['ZRH', 'LHR']]"
DXB,LHR,2025-07-26,Royal Jordanian,RJ,628.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
DXB,LHR,2025-07-26,Royal Jordanian,RJ,628.20,USD,"[['DXB', 'AMM'], ['AMM', 'LHR']]"
